Timestamp;Scope;Parameter;Measurement (µs);Any Flag;Fault A Flag;Fault B Flag;Temperature;Humidity
2024-10-22 10:54:06.524;Scope_2_TOP_CH;P7;15.3558;0;0;0;25.0;45.0
2024-10-22 10:54:35.189;Scope_2_TOP_CH;P7;15.360675;0;0;0;25.0;45.0
2024-10-22 10:54:51.691;Scope_2_TOP_CH;P7;15.141795;0;0;0;25.0;45.0
2024-10-22 10:55:20.101;Scope_2_TOP_CH;P7;15.401942;0;0;0;25.0;45.0
2024-10-22 10:55:35.579;Scope_2_TOP_CH;P7;18.765483;0;0;0;25.0;45.0
2024-10-22 10:55:37.139;Scope_2_TOP_CH;P7;16.520074;0;0;0;25.0;45.0
2024-10-22 10:55:44.326;Scope_2_TOP_CH;P7;15.102483;0;0;0;25.0;45.0
2024-10-22 10:55:44.888;Scope_2_TOP_CH;P7;15.848103;0;0;0;25.0;45.0
2024-10-22 10:55:50.047;Scope_2_TOP_CH;P7;14.648413;0;0;0;25.0;45.0
2024-10-22 10:55:56.505;Scope_2_TOP_CH;P7;15.154167;0;0;0;25.0;45.0
2024-10-22 10:56:07.051;Scope_2_TOP_CH;P7;16.468667;0;0;0;25.0;45.0
2024-10-22 10:56:07.611;Scope_2_TOP_CH;P7;15.594405;0;0;0;25.0;45.0
2024-10-22 10:56:13.241;Scope_2_TOP_CH;P7;15.450936;0;0;0;25.0;45.0
2024-10-22 10:56:15.134;Scope_2_TOP_CH;P6;4.742205;0;0;0;25.0;45.0
2024-10-22 10:56:15.243;Scope_2_TOP_CH;P6;2.203325;0;0;0;25.0;45.0
2024-10-22 10:56:15.483;Scope_2_TOP_CH;P6;4.715288;0;0;0;25.0;45.0
2024-10-22 10:56:15.593;Scope_2_TOP_CH;P6;4.707161;0;0;0;25.0;45.0
2024-10-22 10:56:15.703;Scope_2_TOP_CH;P6;14.323679;0;0;0;25.0;45.0
2024-10-22 10:56:15.823;Scope_2_TOP_CH;P6;14.301708;0;0;0;25.0;45.0
2024-10-22 10:56:16.013;Scope_2_TOP_CH;P6;14.369091;0;0;0;25.0;45.0
2024-10-22 10:56:16.013;Scope_2_TOP_CH;P7;19.798223;0;0;0;25.0;45.0
2024-10-22 10:56:16.123;Scope_2_TOP_CH;P7;24.995659;0;0;0;25.0;45.0
2024-10-22 10:56:16.243;Scope_2_TOP_CH;P6;4.721429;0;0;0;25.0;45.0
2024-10-22 10:56:16.353;Scope_2_TOP_CH;P6;4.784579;0;0;0;25.0;45.0
2024-10-22 10:56:16.353;Scope_2_TOP_CH;P7;15.692458;0;0;0;25.0;45.0
2024-10-22 10:56:16.473;Scope_2_TOP_CH;P6;4.73145;0;0;0;25.0;45.0
2024-10-22 10:56:16.703;Scope_2_TOP_CH;P6;4.78087;0;0;0;25.0;45.0
2024-10-22 10:56:16.813;Scope_2_TOP_CH;P6;3.211788;0;0;0;25.0;45.0
2024-10-22 10:56:16.813;Scope_2_TOP_CH;P7;14.82756;0;0;0;25.0;45.0
2024-10-22 10:56:16.933;Scope_2_TOP_CH;P7;13.000388;0;0;0;25.0;45.0
2024-10-22 10:56:17.043;Scope_2_TOP_CH;P6;4.759788;0;0;0;25.0;45.0
2024-10-22 10:56:17.233;Scope_2_TOP_CH;P7;12.696634;0;0;0;25.0;45.0
2024-10-22 10:56:17.573;Scope_2_TOP_CH;P7;23.027393;0;0;0;25.0;45.0
2024-10-22 10:56:17.813;Scope_2_TOP_CH;P6;14.348084;0;0;0;25.0;45.0
2024-10-22 10:56:17.923;Scope_2_TOP_CH;P7;7.727443;0;0;0;25.0;45.0
2024-10-22 10:56:18.033;Scope_2_TOP_CH;P6;14.234431;0;0;0;25.0;45.0
2024-10-22 10:56:18.262;Scope_2_TOP_CH;P6;9.533426;0;0;0;25.0;45.0
2024-10-22 10:56:18.492;Scope_2_TOP_CH;P6;4.700192;0;0;0;25.0;45.0
2024-10-22 10:56:18.602;Scope_2_TOP_CH;P6;4.713863;0;0;0;25.0;45.0
2024-10-22 10:56:18.602;Scope_2_TOP_CH;P7;17.33851;0;0;0;25.0;45.0
2024-10-22 10:56:19.122;Scope_2_TOP_CH;P7;19.891508;0;0;0;25.0;45.0
2024-10-22 10:56:19.162;Scope_2_TOP_CH;P7;21.277995;0;0;0;25.0;45.0
2024-10-22 10:56:19.352;Scope_2_TOP_CH;P6;4.777878;0;0;0;25.0;45.0
2024-10-22 10:56:19.692;Scope_2_TOP_CH;P6;4.749118;0;0;0;25.0;45.0
2024-10-22 10:56:20.494;Scope_2_TOP_CH;P6;4.746111;0;0;0;25.0;45.0
2024-10-22 10:56:20.494;Scope_2_TOP_CH;P7;8.429445;0;0;0;25.0;45.0
2024-10-22 10:56:20.714;Scope_2_TOP_CH;P6;4.698768;0;0;0;25.0;45.0
2024-10-22 10:56:20.944;Scope_2_TOP_CH;P6;4.720763;0;0;0;25.0;45.0
2024-10-22 10:56:20.944;Scope_2_TOP_CH;P7;17.137045;0;0;0;25.0;45.0
2024-10-22 10:56:21.064;Scope_2_TOP_CH;P6;4.740556;0;0;0;25.0;45.0
2024-10-22 10:56:21.174;Scope_2_TOP_CH;P6;4.708971;0;0;0;25.0;45.0
2024-10-22 10:56:21.404;Scope_2_TOP_CH;P6;4.696488;0;0;0;25.0;45.0
2024-10-22 10:56:21.514;Scope_2_TOP_CH;P6;4.732813;0;0;0;25.0;45.0
2024-10-22 10:56:21.624;Scope_2_TOP_CH;P7;10.404208;0;0;0;25.0;45.0
2024-10-22 10:56:21.854;Scope_2_TOP_CH;P6;19.082182;0;0;0;25.0;45.0
2024-10-22 10:56:21.964;Scope_2_TOP_CH;P7;4.902434;0;0;0;25.0;45.0
2024-10-22 10:56:22.384;Scope_2_TOP_CH;P7;18.8265;0;0;0;25.0;45.0
2024-10-22 10:56:22.504;Scope_2_TOP_CH;P6;2.21375;0;0;0;25.0;45.0
2024-10-22 10:56:22.614;Scope_2_TOP_CH;P6;4.712212;0;0;0;25.0;45.0
2024-10-22 10:56:22.614;Scope_2_TOP_CH;P7;9.575694;0;0;0;25.0;45.0
2024-10-22 10:56:22.734;Scope_2_TOP_CH;P6;9.550893;0;0;0;25.0;45.0
2024-10-22 10:56:22.854;Scope_2_TOP_CH;P6;9.48652;0;0;0;25.0;45.0
2024-10-22 10:56:22.854;Scope_2_TOP_CH;P7;21.316043;0;0;0;25.0;45.0
2024-10-22 10:56:23.044;Scope_2_TOP_CH;P7;15.152631;0;0;0;25.0;45.0
2024-10-22 10:56:23.153;Scope_2_TOP_CH;P6;4.719754;0;0;0;25.0;45.0
2024-10-22 10:56:23.263;Scope_2_TOP_CH;P6;9.564509;0;0;0;25.0;45.0
2024-10-22 10:56:23.383;Scope_2_TOP_CH;P6;4.731349;0;0;0;25.0;45.0
2024-10-22 10:56:23.383;Scope_2_TOP_CH;P7;7.078634;0;0;0;25.0;45.0
2024-10-22 10:56:23.613;Scope_2_TOP_CH;P6;4.709306;0;0;0;25.0;45.0
2024-10-22 10:56:23.723;Scope_2_TOP_CH;P6;4.766154;0;0;0;25.0;45.0
2024-10-22 10:56:23.843;Scope_2_TOP_CH;P6;4.689886;0;0;0;25.0;45.0
2024-10-22 10:56:23.843;Scope_2_TOP_CH;P7;18.9375;0;0;0;25.0;45.0
2024-10-22 10:56:23.963;Scope_2_TOP_CH;P6;4.700217;0;0;0;25.0;45.0
2024-10-22 10:56:24.073;Scope_2_TOP_CH;P6;4.745442;0;0;0;25.0;45.0
2024-10-22 10:56:24.256;Scope_2_TOP_CH;P6;4.75299;0;0;0;25.0;45.0
2024-10-22 10:56:24.486;Scope_2_TOP_CH;P7;5.874958;0;0;0;25.0;45.0
2024-10-22 10:56:24.596;Scope_2_TOP_CH;P6;4.705559;0;0;0;25.0;45.0
2024-10-22 10:56:24.716;Scope_2_TOP_CH;P6;9.486223;0;0;0;25.0;45.0
2024-10-22 10:56:25.136;Scope_2_TOP_CH;P6;4.758125;0;0;0;25.0;45.0
2024-10-22 10:56:25.466;Scope_2_TOP_CH;P6;4.734164;0;0;0;25.0;45.0
2024-10-22 10:56:25.696;Scope_2_TOP_CH;P7;4.588869;0;0;0;25.0;45.0
2024-10-22 10:56:25.806;Scope_2_TOP_CH;P7;5.602222;0;0;0;25.0;45.0
2024-10-22 10:56:25.926;Scope_2_TOP_CH;P6;4.713655;0;0;0;25.0;45.0
2024-10-22 10:56:26.156;Scope_2_TOP_CH;P7;19.994649;0;0;0;25.0;45.0
2024-10-22 10:56:26.495;Scope_2_TOP_CH;P7;19.745;0;0;0;25.0;45.0
2024-10-22 10:56:26.715;Scope_2_TOP_CH;P6;4.737565;0;0;0;25.0;45.0
2024-10-22 10:56:26.715;Scope_2_TOP_CH;P7;10.798849;0;0;0;25.0;45.0
2024-10-22 10:56:26.835;Scope_2_TOP_CH;P6;4.705458;0;0;0;25.0;45.0
2024-10-22 10:56:26.945;Scope_2_TOP_CH;P6;4.785646;0;0;0;25.0;45.0
2024-10-22 10:56:26.945;Scope_2_TOP_CH;P7;11.856509;0;0;0;25.0;45.0
2024-10-22 10:56:27.065;Scope_2_TOP_CH;P6;9.572833;0;0;0;25.0;45.0
2024-10-22 10:56:27.285;Scope_2_TOP_CH;P6;4.748769;0;0;0;25.0;45.0
2024-10-22 10:56:27.475;Scope_2_TOP_CH;P6;4.795136;0;0;0;25.0;45.0
2024-10-22 10:56:27.585;Scope_2_TOP_CH;P6;4.704042;0;0;0;25.0;45.0
2024-10-22 10:56:27.695;Scope_2_TOP_CH;P6;4.727743;0;0;0;25.0;45.0
2024-10-22 10:56:27.925;Scope_2_TOP_CH;P6;4.755944;0;0;0;25.0;45.0
2024-10-22 10:56:28.035;Scope_2_TOP_CH;P7;19.015582;0;0;0;25.0;45.0
2024-10-22 10:56:28.155;Scope_2_TOP_CH;P6;4.721667;0;0;0;25.0;45.0
2024-10-22 10:56:28.155;Scope_2_TOP_CH;P7;23.192381;0;0;0;25.0;45.0
2024-10-22 10:56:28.265;Scope_2_TOP_CH;P6;4.729517;0;0;0;25.0;45.0
2024-10-22 10:56:28.385;Scope_2_TOP_CH;P7;21.415615;0;0;0;25.0;45.0
2024-10-22 10:56:28.825;Scope_2_TOP_CH;P7;12.099706;0;0;0;25.0;45.0
2024-10-22 10:56:28.945;Scope_2_TOP_CH;P6;4.704091;0;0;0;25.0;45.0
2024-10-22 10:56:28.945;Scope_2_TOP_CH;P7;9.384015;0;0;0;25.0;45.0
2024-10-22 10:56:29.055;Scope_2_TOP_CH;P6;4.747353;0;0;0;25.0;45.0
2024-10-22 10:56:29.474;Scope_2_TOP_CH;P6;9.523743;0;0;0;25.0;45.0
2024-10-22 10:56:29.474;Scope_2_TOP_CH;P7;21.380871;0;0;0;25.0;45.0
2024-10-22 10:56:29.704;Scope_2_TOP_CH;P7;21.164124;0;0;0;25.0;45.0
2024-10-22 10:56:29.936;Scope_2_TOP_CH;P6;9.501446;0;0;0;25.0;45.0
2024-10-22 10:56:30.046;Scope_2_TOP_CH;P6;4.735978;0;0;0;25.0;45.0
2024-10-22 10:56:30.046;Scope_2_TOP_CH;P7;21.176641;0;0;0;25.0;45.0
2024-10-22 10:56:30.156;Scope_2_TOP_CH;P6;4.685;0;0;0;25.0;45.0
2024-10-22 10:56:30.156;Scope_2_TOP_CH;P7;9.115344;0;0;0;25.0;45.0
2024-10-22 10:56:30.696;Scope_2_TOP_CH;P6;4.717786;0;0;0;25.0;45.0
2024-10-22 10:56:30.886;Scope_2_TOP_CH;P6;2.356515;0;0;0;25.0;45.0
2024-10-22 10:56:30.996;Scope_2_TOP_CH;P7;24.780753;0;0;0;25.0;45.0
2024-10-22 10:56:31.236;Scope_2_TOP_CH;P6;4.708244;0;0;0;25.0;45.0
2024-10-22 10:56:31.236;Scope_2_TOP_CH;P7;10.683123;0;0;0;25.0;45.0
2024-10-22 10:56:31.346;Scope_2_TOP_CH;P6;4.712444;0;0;0;25.0;45.0
2024-10-22 10:56:31.346;Scope_2_TOP_CH;P7;3.891412;0;0;0;25.0;45.0
2024-10-22 10:56:31.576;Scope_2_TOP_CH;P6;4.707173;0;0;0;25.0;45.0
2024-10-22 10:56:31.886;Scope_2_TOP_CH;P6;4.752639;0;0;0;25.0;45.0
2024-10-22 10:56:31.996;Scope_2_TOP_CH;P6;4.748261;0;0;0;25.0;45.0
2024-10-22 10:56:31.996;Scope_2_TOP_CH;P7;13.488333;0;0;0;25.0;45.0
2024-10-22 10:56:32.116;Scope_2_TOP_CH;P6;4.685909;0;0;0;25.0;45.0
2024-10-22 10:56:32.226;Scope_2_TOP_CH;P6;14.299671;0;0;0;25.0;45.0
2024-10-22 10:56:32.336;Scope_2_TOP_CH;P6;14.317431;0;0;0;25.0;45.0
2024-10-22 10:56:32.336;Scope_2_TOP_CH;P7;6.479982;0;0;0;25.0;45.0
2024-10-22 10:56:32.566;Scope_2_TOP_CH;P6;4.740721;0;0;0;25.0;45.0
2024-10-22 10:56:32.675;Scope_2_TOP_CH;P7;32.203629;0;0;0;25.0;45.0
2024-10-22 10:56:33.025;Scope_2_TOP_CH;P7;10.125154;0;0;0;25.0;45.0
2024-10-22 10:56:33.255;Scope_2_TOP_CH;P6;4.742028;0;0;0;25.0;45.0
2024-10-22 10:56:33.475;Scope_2_TOP_CH;P6;4.713375;0;0;0;25.0;45.0
2024-10-22 10:56:33.585;Scope_2_TOP_CH;P6;4.7325;0;0;0;25.0;45.0
2024-10-22 10:56:33.705;Scope_2_TOP_CH;P6;4.733971;0;0;0;25.0;45.0
2024-10-22 10:56:33.705;Scope_2_TOP_CH;P7;5.823564;0;0;0;25.0;45.0
2024-10-22 10:56:33.925;Scope_2_TOP_CH;P7;11.671217;0;0;0;25.0;45.0
2024-10-22 10:56:34.235;Scope_2_TOP_CH;P6;9.541818;0;0;0;25.0;45.0
2024-10-22 10:56:34.345;Scope_2_TOP_CH;P7;9.00625;0;0;0;25.0;45.0
2024-10-22 10:56:34.575;Scope_2_TOP_CH;P7;5.084202;0;0;0;25.0;45.0
2024-10-22 10:56:34.795;Scope_2_TOP_CH;P6;4.714288;0;0;0;25.0;45.0
2024-10-22 10:56:34.905;Scope_2_TOP_CH;P6;4.776336;0;0;0;25.0;45.0
2024-10-22 10:56:35.135;Scope_2_TOP_CH;P6;4.695734;0;0;0;25.0;45.0
2024-10-22 10:56:35.135;Scope_2_TOP_CH;P7;15.56214;0;0;0;25.0;45.0
2024-10-22 10:56:35.245;Scope_2_TOP_CH;P6;4.757437;0;0;0;25.0;45.0
2024-10-22 10:56:35.365;Scope_2_TOP_CH;P6;4.740426;0;0;0;25.0;45.0
2024-10-22 10:56:35.664;Scope_2_TOP_CH;P7;5.219823;0;0;0;25.0;45.0
2024-10-22 10:56:35.734;Scope_2_TOP_CH;P6;4.763574;0;0;0;25.0;45.0
2024-10-22 10:56:35.854;Scope_2_TOP_CH;P7;15.22407;0;0;0;25.0;45.0
2024-10-22 10:56:35.964;Scope_2_TOP_CH;P7;19.450945;0;0;0;25.0;45.0
2024-10-22 10:56:36.084;Scope_2_TOP_CH;P6;14.320327;0;0;0;25.0;45.0
2024-10-22 10:56:36.194;Scope_2_TOP_CH;P7;29.464167;0;0;0;25.0;45.0
2024-10-22 10:56:36.304;Scope_2_TOP_CH;P6;4.739367;0;0;0;25.0;45.0
2024-10-22 10:56:36.604;Scope_2_TOP_CH;P6;4.72043;0;0;0;25.0;45.0
2024-10-22 10:56:36.724;Scope_2_TOP_CH;P6;4.70025;0;0;0;25.0;45.0
2024-10-22 10:56:37.364;Scope_2_TOP_CH;P6;16.615422;0;0;0;25.0;45.0
2024-10-22 10:56:37.484;Scope_2_TOP_CH;P6;4.737778;0;0;0;25.0;45.0
2024-10-22 10:56:37.484;Scope_2_TOP_CH;P7;12.264784;0;0;0;25.0;45.0
2024-10-22 10:56:37.714;Scope_2_TOP_CH;P6;4.699896;0;0;0;25.0;45.0
2024-10-22 10:56:37.714;Scope_2_TOP_CH;P7;18.220328;0;0;0;25.0;45.0
2024-10-22 10:56:37.834;Scope_2_TOP_CH;P6;4.705833;0;0;0;25.0;45.0
2024-10-22 10:56:37.834;Scope_2_TOP_CH;P7;12.210385;0;0;0;25.0;45.0
2024-10-22 10:56:38.054;Scope_2_TOP_CH;P6;4.752165;0;0;0;25.0;45.0
2024-10-22 10:56:38.354;Scope_2_TOP_CH;P6;4.734524;0;0;0;25.0;45.0
2024-10-22 10:56:38.474;Scope_2_TOP_CH;P6;4.732664;0;0;0;25.0;45.0
2024-10-22 10:56:38.584;Scope_2_TOP_CH;P6;4.724167;0;0;0;25.0;45.0
2024-10-22 10:56:38.703;Scope_2_TOP_CH;P6;14.294625;0;0;0;25.0;45.0
2024-10-22 10:56:38.703;Scope_2_TOP_CH;P7;11.194074;0;0;0;25.0;45.0
2024-10-22 10:56:38.813;Scope_2_TOP_CH;P6;4.747045;0;0;0;25.0;45.0
2024-10-22 10:56:38.923;Scope_2_TOP_CH;P6;2.352619;0;0;0;25.0;45.0
2024-10-22 10:56:39.153;Scope_2_TOP_CH;P6;4.691429;0;0;0;25.0;45.0
2024-10-22 10:56:39.153;Scope_2_TOP_CH;P7;10.570046;0;0;0;25.0;45.0
2024-10-22 10:56:39.493;Scope_2_TOP_CH;P6;4.717222;0;0;0;25.0;45.0
2024-10-22 10:56:39.493;Scope_2_TOP_CH;P7;5.688525;0;0;0;25.0;45.0
2024-10-22 10:56:39.613;Scope_2_TOP_CH;P6;4.719554;0;0;0;25.0;45.0
2024-10-22 10:56:39.613;Scope_2_TOP_CH;P7;1.754636;0;0;0;25.0;45.0
2024-10-22 10:56:39.803;Scope_2_TOP_CH;P7;9.658312;0;0;0;25.0;45.0
2024-10-22 10:56:39.916;Scope_2_TOP_CH;P6;4.745569;0;0;0;25.0;45.0
2024-10-22 10:56:39.916;Scope_2_TOP_CH;P7;14.474386;0;0;0;25.0;45.0
2024-10-22 10:56:40.025;Scope_2_TOP_CH;P6;9.518864;0;0;0;25.0;45.0
2024-10-22 10:56:40.375;Scope_2_TOP_CH;P6;4.757797;0;0;0;25.0;45.0
2024-10-22 10:56:40.485;Scope_2_TOP_CH;P6;4.687056;0;0;0;25.0;45.0
2024-10-22 10:56:40.485;Scope_2_TOP_CH;P7;16.091471;0;0;0;25.0;45.0
2024-10-22 10:56:40.605;Scope_2_TOP_CH;P6;4.682187;0;0;0;25.0;45.0
2024-10-22 10:56:41.125;Scope_2_TOP_CH;P6;4.708009;0;0;0;25.0;45.0
2024-10-22 10:56:41.245;Scope_2_TOP_CH;P6;4.757659;0;0;0;25.0;45.0
2024-10-22 10:56:41.245;Scope_2_TOP_CH;P7;7.058078;0;0;0;25.0;45.0
2024-10-22 10:56:41.365;Scope_2_TOP_CH;P7;10.9886;0;0;0;25.0;45.0
2024-10-22 10:56:41.705;Scope_2_TOP_CH;P6;4.743609;0;0;0;25.0;45.0
2024-10-22 10:56:41.825;Scope_2_TOP_CH;P6;4.787028;0;0;0;25.0;45.0
2024-10-22 10:56:42.015;Scope_2_TOP_CH;P6;4.721812;0;0;0;25.0;45.0
2024-10-22 10:56:42.125;Scope_2_TOP_CH;P6;4.720161;0;0;0;25.0;45.0
2024-10-22 10:56:42.125;Scope_2_TOP_CH;P7;17.963396;0;0;0;25.0;45.0
2024-10-22 10:56:42.245;Scope_2_TOP_CH;P6;4.698136;0;0;0;25.0;45.0
2024-10-22 10:56:42.355;Scope_2_TOP_CH;P6;4.738715;0;0;0;25.0;45.0
2024-10-22 10:56:42.705;Scope_2_TOP_CH;P6;4.699493;0;0;0;25.0;45.0
2024-10-22 10:56:42.895;Scope_2_TOP_CH;P6;4.735971;0;0;0;25.0;45.0
2024-10-22 10:56:42.895;Scope_2_TOP_CH;P7;9.693609;0;0;0;25.0;45.0
2024-10-22 10:56:42.935;Scope_2_TOP_CH;P6;4.698125;0;0;0;25.0;45.0
2024-10-22 10:56:43.234;Scope_2_TOP_CH;P7;9.818986;0;0;0;25.0;45.0
2024-10-22 10:56:43.344;Scope_2_TOP_CH;P6;4.702494;0;0;0;25.0;45.0
2024-10-22 10:56:43.564;Scope_2_TOP_CH;P6;4.699278;0;0;0;25.0;45.0
2024-10-22 10:56:43.794;Scope_2_TOP_CH;P6;4.751821;0;0;0;25.0;45.0
2024-10-22 10:56:43.904;Scope_2_TOP_CH;P6;4.740473;0;0;0;25.0;45.0
2024-10-22 10:56:43.904;Scope_2_TOP_CH;P7;7.084171;0;0;0;25.0;45.0
2024-10-22 10:56:44.144;Scope_2_TOP_CH;P7;34.973654;0;0;0;25.0;45.0
2024-10-22 10:56:44.254;Scope_2_TOP_CH;P6;4.744604;0;0;0;25.0;45.0
2024-10-22 10:56:44.364;Scope_2_TOP_CH;P6;4.808304;0;0;0;25.0;45.0
